month,crop_name,NDVI_mean,NDVI_std,EVI_mean,EVI_std,LSWI_mean,LSWI_std,GCVI_mean,GCVI_std,date
1,Alfalfa,0.38866939134897466,0.09359992000498832,0.2452709526138862,0.033228491471441905,0.11123126561203545,0.14198677259881368,2.0366021748428986,0.7103327646354475,2023-01-15
1,Corn,0.2018874918941319,0.06246086117406063,0.0937449972367531,0.03358956774303737,-0.08029925692045484,0.14279922052955837,0.9576402587804574,0.32358848575470434,2023-01-15
1,Dbl_Crop_WinWht/Soybeans,0.49594144220233755,0.11051341996040538,0.2976484351053815,0.10115721169104597,0.07393840815147171,0.12783560642206585,2.356602006478385,0.9137443840172252,2023-01-15
1,Oats,0.20982350549052656,0.08328275949717351,0.1175101086356984,0.02851839497726084,-0.02144279622323013,0.13407574023615199,1.010701174040264,0.39602890924414175,2023-01-15
1,Soybeans,0.22252628293828405,0.03777107418662095,0.11424154095717717,0.02019943041922599,-0.10215136641012275,0.12700671476923678,1.0895499373393833,0.16732500474365739,2023-01-15
1,Winter_Wheat,0.36965143162891373,0.15018520508924113,0.19786749001902962,0.12971566769641135,0.01564990635287774,0.1547744042306401,1.8816157616859859,0.9459048889575065,2023-01-15
2,Alfalfa,0.3564535386772866,0.05651203469683576,0.19904445498992618,0.039684997084036236,0.009322264547566916,0.12688526422090393,1.830588988886552,0.3295635950963436,2023-02-15
2,Corn,0.24396472827635005,0.0849407612147541,0.11684320203437988,0.018727757734918204,-0.1023021566504271,0.11779574562822029,1.9079757840038085,3.641359938244558,2023-02-15
2,Dbl_Crop_WinWht/Soybeans,0.5389842651366388,0.11366191322154887,0.3195524858590709,0.09801261988917415,0.0716605870241896,0.14121536191924863,2.8468127792330167,0.9206021492288526,2023-02-15
2,Oats,0.199004032536926,0.05857986123577971,0.11289584445710266,0.02751006143426397,-0.012436047255198484,0.13657075716860198,1.0000568499627285,0.30952507763164755,2023-02-15
2,Soybeans,0.22752877086568568,0.05026907575361844,0.12021597556890627,0.021996359641867504,-0.15086605309357254,0.08318342241625397,1.117516317793206,0.2237813048781491,2023-02-15
2,Winter_Wheat,0.37573117890212937,0.12870635599117153,0.20805302622998112,0.11477137325889597,-0.023857999491870917,0.15801808664884928,1.8937630589378487,0.9442217638993026,2023-02-15
3,Alfalfa,0.32880134120289506,0.08175483721501285,0.18939589684744434,0.05670197720296217,-0.06829834069224054,0.08883842592279984,1.532484416586813,0.37068708958441043,2023-03-15
3,Corn,0.22185552301914446,0.023863838046317407,0.11885112885355127,0.022003994099273363,-0.17363147986582692,0.07971193884185677,1.0220838220420558,0.12760245660381025,2023-03-15
3,Dbl_Crop_WinWht/Soybeans,0.5402253865556459,0.11214468348567751,0.33838285209651947,0.09682436773603591,0.06781427886392952,0.09518811120872399,2.76172387709569,0.7620489624949784,2023-03-15
3,Oats,0.20616209097906857,0.04378677241146547,0.11344489513712942,0.020304719235086702,-0.14526056977661325,0.06573349518143223,0.9937196486091602,0.21879318196947528,2023-03-15
3,Soybeans,0.24998774458713077,0.18256162257241362,0.11627370265988145,0.026474990563417018,-0.19377307184078657,0.08545393111563317,0.602694598637234,1.4506404069813363,2023-03-15
3,Winter_Wheat,0.38222401136851225,0.14282245294778537,0.23412698902283283,0.10190891376063906,-0.029353396541892663,0.133563606349856,1.7767232634835812,0.8901138543705166,2023-03-15
4,Alfalfa,0.5430142552549347,0.18340617271074908,0.40248740804166516,0.2076288819864093,0.09006993536829906,0.2002732157539401,3.1758174866502498,2.054557358415424,2023-04-15
4,Corn,0.2497358343261257,0.06345572053194506,0.15530496002089003,0.04113319693056416,-0.20874400289679873,0.08704760879401177,1.1352997599842396,0.2606814920903227,2023-04-15
4,Dbl_Crop_WinWht/Soybeans,0.7846375901998076,0.09699670796565764,0.5565151961357655,0.09402748104840013,0.40690955455776207,0.147894470967956,5.708948327946396,1.58699865145944,2023-04-15
4,Oats,0.22538617952116788,0.046990317437273596,0.13753811866194807,0.02478040330594006,-0.20518290343666623,0.06598384800721424,1.0693501634801665,0.21456554817077522,2023-04-15
4,Soybeans,0.2684033997688965,0.0813629305334881,0.1710703691560785,0.050867368433471415,-0.1652747890291604,0.08812265591239099,1.2223999341297407,0.3561832706823654,2023-04-15
4,Winter_Wheat,0.5464211365688368,0.2058552024084789,0.37755542178018575,0.15967401479476534,0.09491140412729429,0.21594844719213385,3.2965205298882485,2.1710477717693215,2023-04-15
5,Alfalfa,0.7492059580222145,0.12461629639356217,0.6466876287669003,0.1591917817714029,0.32746401564212774,0.1437497278538539,5.230779426872005,1.935388576538631,2023-05-15
5,Corn,0.28810663278424076,0.03952040312998344,0.19184086408265255,0.03695788943824268,-0.18880737597153088,0.060166642367411864,1.2245617989645579,0.1732177140808316,2023-05-15
5,Dbl_Crop_WinWht/Soybeans,0.8127522660778504,0.0624669649168011,0.5843699866529954,0.07155511670822043,0.46250657028633957,0.09979238025075479,6.313852572512997,1.4198618278860877,2023-05-15
5,Oats,0.43154432907839085,0.14119287071096945,0.28306316954724287,0.10312420588891501,-0.02515625336070542,0.1326755273905068,1.8640996648494983,0.8797647018494641,2023-05-15
5,Soybeans,0.3209258212692703,0.10040645716966962,0.2242077613623428,0.07779214858645844,-0.13816981679117452,0.11231690821487844,1.422457335321268,0.4588753971442593,2023-05-15
5,Winter_Wheat,0.7652816349300356,0.11724588910259308,0.5682748819591067,0.11274195127957153,0.3869707763062707,0.1458020784197073,5.666628542105397,2.032312398894558,2023-05-15
6,Alfalfa,0.6869779141257095,0.11642585384605343,0.546708963445992,0.13003793045927972,0.21288653855238937,0.1436869992052211,4.215141486658388,1.550099226146333,2023-06-15
6,Corn,0.5918609731513103,0.14949125509132943,0.44170432220761474,0.11894351486565247,0.10876734028814404,0.17026451750550975,3.193608384271694,1.5367606902945241,2023-06-15
6,Dbl_Crop_WinWht/Soybeans,0.4142274441600961,0.08659488427819921,0.27357467211228487,0.0634104398748432,0.10724420524722662,0.10252518125736272,2.2461207211223075,0.5590830213740605,2023-06-15
6,Oats,0.6762493015838451,0.16698012974913762,0.49222061971141,0.15870245445878567,0.25188044282111666,0.1984712662612137,3.9246985951503346,1.6095862606386948,2023-06-15
6,Soybeans,0.500564049102714,0.1110867546802975,0.37236957852104025,0.09138544333116295,-0.0014679823597541376,0.11201605107365321,2.324300100906452,0.6534362332623662,2023-06-15
6,Winter_Wheat,0.6172738545400319,0.18236054934840398,0.44681130321206963,0.16515750685798405,0.28730198047708716,0.17945174316924184,4.137819644379586,2.2170582335615627,2023-06-15
7,Alfalfa,0.7637959109499434,0.1329027553267888,0.6418603187771381,0.17218171260560008,0.2766805699146684,0.17757822183900382,5.530462167461024,1.95340744455409,2023-07-15
7,Corn,0.8931812959257907,0.02654056982466278,0.7444638340017391,0.05797225269463439,0.505294555450448,0.052630455362336175,9.870872775489161,1.5986527108747173,2023-07-15
7,Dbl_Crop_WinWht/Soybeans,0.4652244631538717,0.12508757959632413,0.32201827230454616,0.09905562323072062,-0.004678474448467207,0.10419781973261819,2.335040149184255,0.820239189105392,2023-07-15
7,Oats,0.6028889024733549,0.16151970722058398,0.41293300962613055,0.1614242168953009,0.14656055125052989,0.15924244319047098,3.467685947349773,1.4194590975113484,2023-07-15
7,Soybeans,0.8300460277591633,0.05927766253648656,0.7288595043698787,0.1270703623720024,0.3518207138610807,0.08514005657845229,7.366807318473872,2.368662169022283,2023-07-15
7,Winter_Wheat,0.3616182380616035,0.0931974363340018,0.23678777284973637,0.07422211085070939,-0.05475798985352526,0.10816321401239065,1.7766583608212532,0.5913797347736867,2023-07-15
8,Alfalfa,0.758382097813405,0.10377068084176345,0.6010355866606352,0.11721953287431999,0.24498319660917697,0.13966468301291607,5.257014088523669,1.5608065387414218,2023-08-15
8,Corn,0.8524630950026135,0.0788978180130725,0.6524236088099258,0.10396766480088235,0.44436265775075945,0.10653419507855942,8.12397603931267,2.119065127810132,2023-08-15
8,Dbl_Crop_WinWht/Soybeans,0.7747478619409572,0.12209966262383885,0.6409940247906663,0.19883365869219216,0.2725511691127335,0.16108318214044381,6.078701589740638,2.4819447850350325,2023-08-15
8,Oats,0.5918595248339574,0.18575545779332023,0.42061808464659395,0.17102398044615194,0.07984481859336419,0.18522166588999006,3.4347271300890783,1.7504536983762393,2023-08-15
8,Soybeans,0.8724848694479254,0.06491825940547365,0.7686268589450694,0.12049715012208835,0.4410070049160416,0.07055847881169681,9.343446193425356,2.636658900668524,2023-08-15
8,Winter_Wheat,0.5872639146001724,0.17907107501871686,0.41222910276691827,0.16104458136550948,0.07608257379019076,0.18502741277658044,3.304138094435098,1.7087085800218345,2023-08-15
9,Alfalfa,0.7509181701023251,0.12804901326595278,0.5683353075880981,0.14751000160675773,0.24514517912531575,0.14919738580083347,5.0082791755886715,1.6795525487140008,2023-09-15
9,Corn,0.5543340850292108,0.14715233103973396,0.34101044899031185,0.1324300233775051,0.11483331184857427,0.16702164757544755,3.3577189326632793,1.383823250294685,2023-09-15
9,Dbl_Crop_WinWht/Soybeans,0.804874260523606,0.0996524886910561,0.7032716415000628,0.19595680665171505,0.3195839124711275,0.13515637832396957,6.96312392600471,2.7615179598868616,2023-09-15
9,Oats,0.5592782251672703,0.1753144439439284,0.3790277302750374,0.15079665387983013,0.055974827052748456,0.16360584570918585,3.0356482770881024,1.2752322705067642,2023-09-15
9,Soybeans,0.6496397141534819,0.15492511606110182,0.45489359619998065,0.14959698046481384,0.2533527459671686,0.16538481941618977,4.329913664638493,2.075560480201575,2023-09-15
9,Winter_Wheat,0.5797596444378926,0.18833333172110345,0.384160786516172,0.17517234860591188,0.09205670758810862,0.2199263270050415,3.2671166855353353,1.693129696525458,2023-09-15
10,Alfalfa,0.7419726702695245,0.10819788561917569,0.5588883093413254,0.15163371797703826,0.2299655034504012,0.12790256947777517,5.0486169195422965,1.8305859197996113,2023-10-15
10,Corn,0.30998226984077965,0.09162431328166913,0.15439752015233735,0.04932013040771319,-0.14316642786562014,0.08831446831977226,1.637103323218027,0.5183957364092415,2023-10-15
10,Dbl_Crop_WinWht/Soybeans,0.6668469480062988,0.12878469070981016,0.4498147294618116,0.13597727739969356,0.19886276806087808,0.15451957899421068,3.9456747358606323,1.4053038563476845,2023-10-15
10,Oats,0.5812346435335235,0.22823062627495994,0.3962584929844956,0.21822136673169348,0.09528308252404337,0.22715485293741897,3.4420688653835105,1.9625494282519869,2023-10-15
10,Soybeans,0.34675147564020464,0.12148147443132688,0.19840863016564905,0.07850811870392367,-0.09676267791134102,0.10493346414649923,1.7970411668065376,0.7494567115865546,2023-10-15
10,Winter_Wheat,0.6165917219135348,0.17683663219660703,0.40488868674118095,0.1698289384201852,0.11848939957948687,0.21035272650336398,3.52032768216382,1.5807932371272118,2023-10-15
11,Alfalfa,0.6870922562462974,0.12850357220979375,0.4923455827907778,0.1329005908690819,0.19385179356332347,0.12485046277159012,4.195944927911933,1.2569238622243317,2023-11-15
11,Corn,0.22396085617516096,0.03136699940449957,0.1299340448144428,0.029213241561254273,-0.17304435612515245,0.06856365646280996,1.105624793544335,0.18674827672251024,2023-11-15
11,Dbl_Crop_WinWht/Soybeans,0.32009872500439296,0.09092480256735325,0.18908454607350078,0.04591236025392667,-0.1102099202155648,0.06566903842888881,1.6431265642588377,0.4700339399984307,2023-11-15
11,Oats,0.45877788844146844,0.20247550095473835,0.2947970418067133,0.17020848833915134,-0.021167977270873103,0.205438149833588,2.443861261043256,1.3530919448568055,2023-11-15
11,Soybeans,0.2939449442071402,0.13177243931355295,0.17255468030005572,0.12544855467473132,-0.1769069704437479,0.13824165801286004,1.4447786972470356,0.9657367339412843,2023-11-15
11,Winter_Wheat,0.41956619527304817,0.17223047408516673,0.25284568864238444,0.14611872700402595,-0.058903493619443165,0.19817108038512826,2.1492940437667665,1.1719902127412212,2023-11-15
12,Alfalfa,0.5464760901418232,0.12084638449933705,0.35238417373475217,0.11194922071207,0.12357540701928342,0.10346793829984413,3.073444113510737,0.8326446798520074,2023-12-15
12,Corn,0.22346161148900553,0.02922671939328565,0.12356028683459098,0.022577978711686573,-0.14345735663541115,0.08882917756111762,1.1493483177017885,0.1835098562904904,2023-12-15
12,Dbl_Crop_WinWht/Soybeans,0.29663471042942247,0.07784547984908236,0.17023780697364663,0.044544277633768704,-0.10727152708421267,0.05673262988603187,1.4717307472141234,0.43179820578823047,2023-12-15
12,Oats,0.38814366064372524,0.14850153001295413,0.23015551626921815,0.11709670679151865,-0.024809974434525085,0.17403545742143203,2.0412375062329176,0.8873389314796399,2023-12-15
12,Soybeans,0.30749252014031364,0.1347664065603742,0.16106569228205586,0.12880138914176117,-0.15236326248136153,0.14322108355938099,1.5618107960538945,1.0519902160025578,2023-12-15
12,Winter_Wheat,0.37311894170997556,0.15426424763587168,0.2016635568678009,0.12687167925110762,-0.07465602882545168,0.18270240708346042,1.9686444928701374,1.0837926619595295,2023-12-15
